0020 34.71328671328671 96 .05649717514124293785
0040 68.83946488294315 177 .12018508503094765939
0060 80.99438202247191 533 .12527277135698698779
0080 89.76053215077606 1086 .11238613509996450964
0100 85.37673611111111 1789 .13545305482284166250
0120 83.55182072829132 2333 .58867407213273390722
0140 85.94671623296159 2806 1.93137601697912981959
0160 85.72272727272727 3192 3.20843965892823800336
0180 81.93717816683831 3415 4.72811936021601664209
0200 85.8704761904762 3970 4.49946817720830138273
0220 89.10347903657448 4013 6.97880694451014712143
0240 4386 7.73041225987481113749
0260 96.56830601092896 5101 7.44376040577690014326
0280 101.41061946902654 4816 11.50660759517688242939
0300 103.35368956743002 5138 10.10942216472617507546
0320 104.17887563884156 5458 10.58028140904101387087
0340 107.86745098039216 5367 14.36146596858638743455
0360 106.27627388535032 5985 13.13401167743034583159
0380 113.15915915915916 6125 11.65819174004712886022
0400 107.92212267401791 5775 16.71295429876108844555
0420 115.47058823529412 6044 15.93564775613886536833
0440 123.35598455598456 6626 15.58058424670882418165
0460 125.04842428900845 7206 15.92618186252591358074
0480 122.15553977272727 6319 16.24294630216745428805
0500 123.76200873362446 6491 18.65397046392521505643
