0020 27.475728155339805 96 .05649717514124293785
0040 52.407407407407405 177 .12018508503094765939
0060 64.31818181818181 533 .12527277135698698779
0080 67.38095238095238 1086 .11238613509996450964
0100 66.07058823529412 1789 .13545305482284166250
0120 66.72564612326043 2333 .58867407213273390722
0140 68.13780918727915 2806 1.93137601697912981959
0160 68.60675883256529 3192 3.20843965892823800336
0180 76.8701923076923 3415 4.72811936021601664209
0200 75.46022727272727 3970 4.49946817720830138273
0220 77.71814671814671 4013 6.97880694451014712143
0240 79.66167290886392 4386 7.73041225987481113749
0260 82.75060827250608 5101 7.44376040577690014326
0280 84.57456647398844 4816 11.50660759517688242939
0300 87.04908675799086 5138 10.10942216472617507546
0320 95.02235294117646 5458 10.58028140904101387087
0340 97.18815331010452 5367 14.36146596858638743455
0360 98.48597081930416 5985 13.13401167743034583159
0380 91.86363636363636 6125 11.65819174004712886022
0400 103.33543638275499 5775 16.71295429876108844555
0420 102.66124109867752 6044 15.93564775613886536833
0440 114 6626 15.58058424670882418165
0460 105.16650808753568 7206 15.92618186252591358074
0480 114.60252365930599 6319 16.24294630216745428805
0500 115.78608515057113 6491 18.65397046392521505643
