0020 34.980237154150196 96 .05649717514124293785
0040 62.56015037593985 177 .12018508503094765939
0060 77.09034267912773 533 .12527277135698698779
0080 83.6930693069307 1086 .11238613509996450964
0100 78.80337078651685 1789 .13545305482284166250
0120 77.14307931570762 2333 .58867407213273390722
0140 76.19946091644205 2806 1.93137601697912981959
0160 80.53634085213032 3192 3.20843965892823800336
0180 85.09613130128956 3415 4.72811936021601664209
0200 84.75262054507337 3970 4.49946817720830138273
0220 90.72532188841201 4013 6.97880694451014712143
0240 93.40725806451613 4386 7.73041225987481113749
0260 91.342175066313 5101 7.44376040577690014326
0280 99.06860902255639 4816 11.50660759517688242939
0300 101.28480436760691 5138 10.10942216472617507546
0320 104.4761077324066 5458 10.58028140904101387087
0340 107.73916967509025 5367 14.36146596858638743455
0360 108.51932773109243 5985 13.13401167743034583159
0380 110.36312399355877 6125 11.65819174004712886022
0400 117.90379523389232 5775 16.71295429876108844555
0420 120.30560271646858 6044 15.93564775613886536833
0440 117.26319936958235 6626 15.58058424670882418165
0460 116.77689873417721 7206 15.92618186252591358074
0480 123.62612982744453 6319 16.24294630216745428805
0500 127.79030976965846 6491 18.65397046392521505643
